id_tarjeta,id_cliente,tipo_tarjeta,emisor,categoria_tarjeta,limite_credito,estado_tarjeta,fecha_emision
TAR007202,CLI001961,Crédito,Mastercad,Clásica,403900.78,Inactiva,2019-03-29
TAR004788,CLI003727,Débito,Mastercard,Clásica,437331.25,Activa,2019-03-31
TAR009257,CLI006358,Crédito,American Express,Platino,3558924.33,Activa,2018-12-07
TAR001949,CLI006039,Crédito,Mastercard,Clásica,204274.36,Inactiva,2017-11-11
TAR005115,CLI007805,Débito,Visa,Clásica,372187.43,Inactiva,2022-03-10
TAR009858,CLI002306,Crédito,Mastercad,Oro,1043677.87,Activa,2020-02-05
TAR003099,CLI002333,Débito,Mastercad,Oro,915694.24,Activa,2016-10-30
TAR005170,CLI002291,Crédito,American Express,Black,4782670.92,Activa,2017-06-12
TAR008359,CLI003928,Débito,Mastercard,Oro,650088.16,Activa,2022-06-27
TAR001592,CLI005051,Débito,American Express,Clásica,357045.19,Activa,2024-04-12
TAR000143,CLI004123,Débito,American Express,Clásica,211489.59,Activa,2024-09-26
TAR001591,CLI005379,Débito,Mastercard,Oro,673117.49,Inactiva,2019-08-15
TAR003706,CLI001727,Crédito,American Express,Platino,2512305.09,Activa,2017-01-09
TAR002380,CLI004377,Débito,Mastercad,Oro,1007292.04,Inactiva,2026-04-21
TAR006757,CLI006021,Crédito,Visa,Clásica,207126.66,Activa,2022-10-08
TAR007930,CLI003116,Débito,Visa,Black,4696070.09,Inactiva,2017-09-08
TAR004408,CLI001949,Débito,Mastercard,Platino,3022278.32,Activa,2026-01-28
TAR003370,CLI004350,Débito,Visa,Clásica,153407.16,Activa,2022-03-02
TAR003042,CLI000152,Crédito,Mastercard,Oro,635333.97,Activa,2018-04-26
TAR009214,CLI001907,Crédito,Mastercard,Black,9848047.81,Activa,2023-08-03
TAR004531,CLI001155,Débito,Mastercard,Clásica,259453.46,Activa,2025-12-29
TAR009343,CLI001275,Crédito,Visa,Clásica,196006.84,Activa,2020-05-20
TAR005441,CLI001252,Crédito,American Express,Clásica,446361.89,Activa,2023-01-28
TAR002241,CLI001412,Débito,American Express,Clásica,245470.76,Inactiva,2017-11-10
TAR006605,CLI005711,Débito,Mastercard,Clásica,470248.33,Activa,2021-11-13
TAR000706,CLI006048,Crédito,Visa,Platino,2458151.45,Inactiva,2026-05-11
TAR009756,CLI002405,Crédito,Mastercad,Oro,1428347.58,Inactiva,2023-06-11
TAR006028,CLI001285,Débito,Visa,Clásica,416048.51,Inactiva,2025-04-22
TAR004238,CLI003765,Crédito,Mastercard,Clásica,273919.72,Activa,2021-02-21
TAR000487,CLI004329,Crédito,Visa,Oro,903081.01,Activa,2021-11-07
TAR000282,CLI007862,Crédito,Mastercard,Platino,3205778.70,Activa,2017-02-10
TAR000804,CLI000870,Crédito,Visa,Clásica,243672.54,Inactiva,2024-11-08
TAR008723,CLI007873,Crédito,Visa,Oro,1148542.72,Activa,2022-03-17
TAR002734,CLI007195,Crédito,Mastercard,Clásica,144748.23,Inactiva,2026-04-03
TAR009873,CLI002279,Crédito,Mastercad,Platino,2735970.21,Activa,2024-03-23
TAR007389,CLI004417,Débito,Mastercard,Clásica,357316.40,Activa,2025-09-03
TAR000973,CLI002279,Crédito,American Express,Platino,2033717.73,Activa,2022-06-18
TAR000328,CLI004842,Débito,Visa,Platino,3341807.41,Inactiva,2019-06-30
TAR005458,CLI000714,Débito,Mastercad,Platino,3167146.24,Inactiva,2023-01-06
TAR005927,CLI007932,Crédito,American Express,Platino,2230614.72,Activa,2018-04-01
TAR002477,CLI005439,Débito,American Express,Clásica,215174.13,Activa,2024-06-09
TAR007042,CLI004356,Crédito,Visa,Oro,1033889.42,Activa,2023-11-30
TAR002492,CLI003108,Crédito,Visa,Clásica,121003.88,Inactiva,2017-05-28
TAR004197,CLI007511,Débito,Mastercard,Clásica,217732.52,Inactiva,2024-02-27
TAR007761,CLI004201,Débito,Mastercard,Clásica,314892.87,Inactiva,2021-05-11
TAR001521,CLI005266,Crédito,American Express,Clásica,189142.81,Activa,2022-05-20
TAR004570,CLI000808,Crédito,MASTERCARD,Platino,2739029.51,Inactiva,2023-04-09
TAR007820,CLI007119,Crédito,Visa,Clásica,207421.70,Activa,2022-06-20
TAR001616,CLI006469,Crédito,Visa,Clásica,288913.50,Inactiva,2018-06-26
TAR007606,CLI001195,Crédito,American Express,Clásica,497593.91,Activa,2016-08-26
TAR001128,CLI003784,Débito,Visa,Clásica,132128.46,Activa,2018-09-17
TAR005616,CLI003652,Crédito,Visa,Platino,1887768.76,Inactiva,2023-03-18
TAR009772,CLI000093,Crédito,Mastercard,Clásica,117368.69,Activa,2024-03-08
TAR006339,CLI004105,Crédito,American Express,Clásica,261282.75,Activa,2024-02-04
TAR000663,CLI005117,Crédito,American Express,Platino,3910913.67,Activa,2026-03-06
TAR002000,CLI002233,Crédito,Visa,Platino,2931057.21,Inactiva,2021-09-14
TAR002491,CLI005270,Débito,American Express,Clásica,175807.41,Inactiva,2019-02-14
TAR002464,CLI005463,Crédito,Mastercard,Clásica,263474.83,Activa,2017-09-27
TAR006398,CLI003351,Crédito,Visa,Platino,3663385.32,Activa,2022-07-08
TAR003925,CLI003977,Crédito,American Express,Clásica,109309.57,Activa,2022-11-03
TAR004697,CLI003136,Crédito,Visa,Oro,785101.20,Activa,2021-01-17
TAR007818,CLI001421,Crédito,Visa,Clásica,209690.44,Activa,2023-09-25
TAR002112,CLI000161,Crédito,Visa,Clásica,127236.40,Activa,2017-03-14
TAR001684,CLI002125,Débito,Visa,Clásica,129147.75,Activa,2018-03-30
TAR007526,CLI004898,Crédito,American Express,Clásica,355322.12,Inactiva,2019-01-14
TAR006013,CLI003891,Crédito,Visa,Oro,1128694.54,Activa,2020-08-06
TAR004739,CLI001237,Crédito,Visa,Oro,531343.58,Activa,2025-12-06
TAR009853,CLI002067,Crédito,Visa,Oro,1208952.53,Inactiva,2019-11-10
TAR008193,CLI003812,Débito,Mastercard,Clásica,308329.29,Inactiva,2023-08-18
TAR007945,CLI007537,Crédito,Visa,Clásica,497741.12,Activa,2024-07-14
TAR001396,CLI000499,Crédito,American Express,Clásica,308867.56,Activa,2019-10-15
TAR002376,CLI001855,Débito,Mastercard,Platino,1819506.30,Activa,2017-11-15
TAR005791,CLI001538,Crédito,American Express,Clásica,408034.15,Activa,2025-05-24
TAR008090,CLI005766,Crédito,American Express,Clásica,448062.02,Inactiva,2022-05-03
TAR000181,CLI000872,Crédito,American Express,Platino,2888705.25,Activa,2016-11-04
TAR008939,CLI007763,Débito,American Express,Clásica,369480.23,Activa,2024-02-17
TAR002462,CLI006952,Crédito,Visa,Clásica,233557.00,Activa,2021-04-07
TAR009216,CLI003198,Débito,Visa,Clásica,324809.32,Activa,2016-12-29
TAR004759,CLI003660,Crédito,American Express,Platino,3484861.83,Activa,2018-06-27
TAR001803,CLI004674,Crédito,Mastercard,Clásica,382808.79,Activa,2020-01-12
TAR001176,CLI003358,Crédito,American Express,Clásica,266880.82,Activa,2019-07-21
TAR004150,CLI003510,Crédito,Mastercard,Clásica,478053.85,Activa,2018-08-19
TAR007559,CLI006961,Crédito,Visa,Clásica,315136.66,Activa,2019-12-11
TAR009339,CLI003330,Débito,Visa,Oro,1349832.23,Activa,2018-02-01
TAR005764,CLI002154,Crédito,Mastercard,Clásica,334565.57,Activa,2023-12-06
TAR008430,CLI001741,Crédito,Visa,Oro,1164011.48,Activa,2022-03-29
TAR002900,CLI001610,Crédito,Mastercard,Clásica,451853.74,Activa,2017-03-29
TAR005052,CLI005933,Crédito,Mastercard,Clásica,322758.06,Activa,2018-01-07
TAR005574,CLI006906,Débito,Mastercard,Oro,1118707.53,Activa,2019-02-09
TAR007022,CLI003533,Crédito,Visa,Oro,642223.69,Activa,2018-07-25
TAR006677,CLI001102,Crédito,Mastercard,Clásica,448753.49,Activa,2024-08-05
TAR007064,CLI006574,Crédito,Mastercard,Platino,2462957.55,Activa,2019-12-04
TAR002914,CLI000241,Crédito,American Express,Clásica,167180.37,Activa,2026-04-27
TAR008709,CLI006205,Crédito,Mastercard,Clásica,386107.70,Activa,2023-07-21
TAR007367,CLI005469,Débito,Mastercard,Platino,3590289.90,Activa,2023-01-21
TAR002156,CLI005413,Crédito,Mastercard,Oro,1264832.61,Activa,2019-03-18
TAR000238,CLI001093,Crédito,mastercard,Oro,714355.91,Activa,2024-06-20
TAR009447,CLI000736,Crédito,American Express,Oro,508560.20,Activa,2020-04-18
TAR005496,CLI002748,Crédito,Mastercard,Clásica,422961.06,Activa,2021-07-14
TAR001003,CLI005395,Crédito,American Express,Clásica,364309.62,Inactiva,2017-02-16
TAR005322,CLI001176,Débito,American Express,Oro,1176432.66,Activa,2019-10-07
TAR000686,CLI007012,Débito,American Express,Oro,1103816.12,Activa,2020-10-04
TAR007703,CLI006019,Débito,American Express,Clásica,181386.06,Inactiva,2019-01-02
TAR007907,CLI006839,Crédito,Visa,Clásica,289847.30,Inactiva,2020-11-12
TAR004824,CLI000541,Crédito,AMERICAN EXPRESS,Clásica,287103.65,Activa,2021-08-29
TAR005417,CLI004097,Crédito,American Express,Clásica,380433.22,Activa,2026-04-21
TAR004358,CLI005490,Débito,Visa,Clásica,300697.05,Inactiva,2025-05-17
TAR005287,CLI006147,Crédito,Mastercard,Oro,612358.86,Activa,2022-01-28
TAR009507,CLI004444,Débito,mastercard,Black,9088659.09,Activa,2018-12-29
TAR004839,CLI002027,Débito,Mastercard,Clásica,463211.19,Activa,2023-09-14
TAR002463,CLI006599,Débito,Visa,Clásica,224545.99,Inactiva,2024-04-25
TAR005372,CLI007208,Crédito,Visa,Clásica,166152.15,Activa,2021-09-09
TAR009453,CLI000285,Crédito,Mastercard,Oro,1421098.91,Activa,2024-03-12
TAR009242,CLI000161,Débito, Mastercard,Oro,1093537.88,Activa,2025-11-27
TAR009237,CLI002026,Crédito,American Express,Clásica,110516.88,Activa,2018-04-22
TAR008901,CLI006336,Débito,Visa,Clásica,400504.25,Activa,2023-06-24
TAR007853,CLI002336,Crédito,AMERICAN EXPRESS,Oro,1159281.47,Activa,2017-07-21
TAR005480,CLI003241,Crédito,American Express,Oro,690940.40,Activa,2018-09-28
TAR008489,CLI002355,Crédito,American Express,Clásica,220117.14,Inactiva,2026-02-05
TAR000629,CLI003964,Crédito,Visa,Black,6870158.24,Inactiva,2018-03-24
TAR007251,CLI000792,Débito,Mastercard,Black,4584332.82,Inactiva,2018-08-08
TAR005942,CLI003046,Débito,Mastercard,Oro,1100354.34,Activa,2024-02-09
TAR008832,CLI000921,Crédito,American Express,Clásica,420481.71,Inactiva,2017-09-30
TAR006396,CLI001625,Débito,American Express,Clásica,196112.08,Activa,2018-11-19
TAR002689,CLI000709,Crédito,American Express,Oro,1054510.10,Activa,2022-02-06
TAR000258,CLI005039,Débito,Visa,Clásica,334934.79,Activa,2018-09-08
TAR008490,CLI001243,Débito,Mastercard,Clásica,224018.35,Inactiva,2017-01-02
TAR008885,CLI007622,Crédito,Mastercard,Clásica,414128.65,Activa,2020-09-22
TAR008595,CLI006258,Débito,Mastercard,Clásica,277085.76,Activa,2021-08-17
TAR008921,CLI006181,Crédito,American Express,Platino,3364771.16,Inactiva,2021-09-06
TAR003458,CLI001714,Crédito,Mastercard,Oro,969035.41,Activa,2024-08-10
TAR009051,CLI000031,Crédito,American Express,Oro,1037078.35,Activa,2020-09-13
TAR000737,CLI004697,Crédito,Visa,Clásica,220294.90,Activa,2023-01-05
TAR001207,CLI007595,Crédito,American Express,Oro,1055499.28,Activa,2025-06-13
TAR008448,CLI001535,Crédito,Visa,Clásica,247269.77,Inactiva,2026-01-15
TAR003263,CLI002128,Crédito,Visa,Oro,722637.33,Activa,2019-09-27
TAR000983,CLI006327,Débito,Mastercad,Oro,1016140.76,Inactiva,2021-04-10
TAR001903,CLI001979,Crédito,American Express,Platino,3524955.73,Activa,2023-07-04
TAR003736,CLI004396,Débito,Mastercard,Clásica,149674.78,Activa,2019-06-05
TAR006203,CLI005375,Crédito,Visa,Platino,1967041.89,Activa,2021-11-28
TAR002209,CLI002169,Débito,Visa,Clásica,445857.38,Activa,2018-04-30
TAR007923,CLI002493,Crédito,Mastercard,Clásica,262732.40,Inactiva,2020-07-26
TAR008997,CLI000007,Crédito,Visa,Platino,1579584.73,Activa,2017-10-12
TAR008400,CLI001620,Débito,Mastercard,Clásica,236670.27,Activa,2018-12-31
TAR008479,CLI002193,Crédito,Mastercard,Oro,929185.40,Activa,2025-09-09
TAR006284,CLI007894,Crédito,American Express,Clásica,227993.40,Activa,2020-12-27
TAR002416,CLI002563,Crédito,American Express,Clásica,282703.56,Activa,2024-10-03
TAR002893,CLI007979,Crédito,American Express,Oro,565570.98,Activa,2017-12-10
TAR002451,CLI001731,Crédito,Mastercard,Clásica,130800.87,Activa,2022-10-28
TAR007536,CLI007604,Crédito,American Express,Clásica,134609.03,Activa,2026-05-19
TAR000278,CLI002504,Débito,American Express,Oro,731423.58,Inactiva,2016-08-22
TAR003533,CLI004133,Crédito,Mastercard,Oro,655037.03,Activa,2021-12-27
TAR006233,CLI001826,Crédito,Mastercard,Black,9249236.04,Inactiva,2024-11-29
TAR002417,CLI000818,Crédito,Visa,Clásica,330766.63,Activa,2018-08-15
TAR006719,CLI002309,Crédito,Visa,Clásica,449936.42,Activa,2019-03-30
TAR007446,CLI001784,Débito,Mastercard,Clásica,116429.60,Activa,2021-12-24
TAR002702,CLI006441,Crédito,Mastercard,Clásica,164658.93,Inactiva,2017-01-17
TAR009075,CLI000892,Crédito,Visa,Clásica,472120.98,Activa,2023-11-15
TAR006172,CLI004015,Débito,Visa,Clásica,332326.93,Activa,2021-03-13
TAR004311,CLI007066,Crédito,Mastercard,Clásica,340175.86,Inactiva,2021-12-22
TAR005438,CLI003479,Débito,Mastercard,Clásica,271881.81,Inactiva,2020-02-29
TAR004666,CLI004295,Crédito,Mastercard,Oro,543990.20,Inactiva,2019-12-17
TAR004224,CLI000596,Débito,American Express,Platino,3351942.45,Inactiva,2024-11-03
TAR007685,CLI000245,Crédito,Visa,Clásica,168344.45,Inactiva,2022-03-17
TAR007154,CLI002033,Crédito,American Express,Oro,882986.74,Inactiva,2024-12-10
TAR007193,CLI005020,Crédito,Visa,Clásica,162209.33,Activa,2019-01-18
TAR006011,CLI004967,Débito,Visa,Clásica,326937.88,Activa,2017-10-29
TAR005488,CLI005647,Crédito, American Express,Oro,551673.43,Activa,2024-05-22
TAR003035,CLI004727,Crédito,Mastercard,Platino,3228664.30,Activa,2017-07-30
TAR007972,CLI001212,Débito,American Express,Oro,617291.46,Activa,2025-10-03
TAR000130,CLI006710,Débito,Mastercard,Clásica,495704.88,Inactiva,2021-02-11
TAR007543,CLI007624,Débito,American Express,Clásica,369636.38,Activa,2018-01-14
TAR002851,CLI001356,Débito,Mastercard,Platino,2481331.27,Inactiva,2021-04-24
TAR001045,CLI005281,Crédito,visa,Clásica,441311.19,Activa,2024-03-29
TAR008328,CLI005142,Débito,American Express,Clásica,324586.68,Inactiva,2017-11-22
TAR004486,CLI004820,Crédito,Mastercard,Oro,1491463.17,Activa,2019-12-09
TAR004890,CLI005497,Crédito,American Express,Clásica,180289.35,Inactiva,2020-12-11
TAR005525,CLI001203,Débito,Mastercard,Platino,3223800.23,Activa,2025-02-01
TAR001744,CLI001663,Crédito,American Express,Clásica,322920.07,Activa,2024-11-24
TAR005792,CLI005471,Débito,Mastercard,Clásica,284197.74,Activa,2024-02-07
TAR005472,CLI003119,Crédito,Visa,Oro,919264.88,Activa,2019-05-08
TAR007568,CLI005351,Crédito,AMERICAN EXPRESS,Oro,1158645.12,Inactiva,2017-06-25
TAR008290,CLI006854,Débito,VISA,Clásica,421629.79,Activa,2021-03-11
TAR006958,CLI004752,Crédito,Visa,Oro,1225603.35,Activa,2026-05-13
TAR007624,CLI004796,Crédito,Mastercad,Oro,643681.56,Activa,2023-09-16
TAR002776,CLI000413,Crédito,Mastercard,Platino,1736748.52,Inactiva,2019-03-02
TAR005948,CLI006453,Crédito,Visa,Clásica,296417.58,Activa,2021-10-17
TAR000713,CLI005606,Crédito,Mastercard,Oro,1244432.54,Activa,2024-12-14
TAR006438,CLI001252,Débito,Mastercard,Clásica,401225.87,Inactiva,2021-01-15
TAR008425,CLI002035,Crédito,Visa,Clásica,125834.93,Inactiva,2017-07-14
TAR009982,CLI007593,Crédito,Mastercard,Clásica,229951.29,Inactiva,2026-03-20
TAR007530,CLI004779,Crédito,Mastercard,Platino,1934811.18,Activa,2024-10-12
TAR003948,CLI007351,Crédito,Mastercard,Oro,1281612.01,Activa,2024-02-09
TAR003547,CLI002816,Débito,American Express,Oro,904007.12,Activa,2022-12-24
TAR005981,CLI002170,Débito,Visa,Platino,3140157.05,Activa,2025-12-27
TAR002082,CLI004665,Crédito,Visa,Clásica,382907.41,Activa,2021-03-30
TAR009245,CLI002954,Crédito,American Express,Clásica,221779.30,Activa,2020-03-15
TAR002735,CLI000182,Débito,Mastercard,Oro,1177355.76,Activa,2020-08-12
TAR007779,CLI000250,Crédito,Mastercard,Oro,704435.90,Activa,2025-12-08
TAR005358,CLI000994,Crédito,Mastercard,Clásica,400889.15,Activa,2025-12-25
TAR000436,CLI007206,Crédito,Mastercard,Clásica,493815.08,Activa,2023-09-30
TAR008069,CLI001012,Crédito,Mastercard,Oro,625277.00,Activa,2018-02-28
TAR006485,CLI000513,Crédito,Visa,Clásica,451204.04,Activa,2016-08-11
TAR007065,CLI003977,Débito,Mastercard,Clásica,218096.78,Activa,2024-10-10
TAR007873,CLI001741,Crédito,Mastercard,Oro,651177.01,Activa,2023-10-29
TAR009130,CLI006752,Crédito,Mastercard,Platino,2010783.38,Inactiva,2024-02-25
TAR002195,CLI004734,Crédito,Visa,Oro,792991.98,Activa,2018-11-16
TAR004898,CLI006544,Débito,Mastercard,Platino,2911994.87,Activa,2020-03-24
TAR003842,CLI003006,Débito,American Express,Oro,828975.51,Activa,2019-03-29
TAR006724,CLI003049,Crédito,Visa,Platino,3684244.26,Activa,2024-03-08
TAR000501,CLI007840,Crédito,Mastercard,Oro,1277438.82,Activa,2018-01-03
TAR007880,CLI004222,Débito,Visa,Oro,954515.72,Activa,2020-09-10
TAR008608,CLI007545,Crédito,Visa,Clásica,150451.12,Inactiva,2017-11-19
TAR004675,CLI002596,Débito,Mastercard,Platino,3549365.42,Activa,2025-03-09
TAR001807,CLI007149,Crédito,Mastercard,Platino,3312094.32,Activa,2021-01-20
TAR009135,CLI007054,Crédito,visa,Black,9322682.05,Activa,2024-09-16
TAR006418,CLI006253,Crédito,Visa,Clásica,270991.28,Activa,2018-03-29
TAR008174,CLI000282,Crédito,Mastercard,Oro,585080.93,Activa,2023-08-11
TAR000559,CLI005423,Débito,Visa,Platino,1615727.59,Inactiva,2026-04-27
TAR000785,CLI005756,Débito,Mastercard,Oro,1174228.41,Activa,2025-01-21
TAR000350,CLI004040,Crédito,Visa,Clásica,473742.32,Activa,2019-07-05
TAR006777,CLI005380,Crédito,Visa,Oro,1162583.08,Activa,2026-05-17
TAR008369,CLI006491,Crédito,Mastercard,Clásica,391129.23,Activa,2023-03-11
TAR009902,CLI003266,Débito,Visa,Oro,1456461.56,Activa,2020-02-21
TAR003907,CLI001957,Crédito,American Express,Clásica,455408.15,Inactiva,2018-04-07
TAR003745,CLI005678,Crédito,American Express,Clásica,396801.18,Activa,2024-02-25
TAR003866,CLI000922,Crédito,Visa,Clásica,283454.80,Activa,2020-08-25
TAR001345,CLI006395,Crédito,American Express,Black,6879071.42,Inactiva,2024-12-23
TAR006112,CLI001796,Crédito,Mastercard,Clásica,252352.24,Inactiva,2019-12-04
TAR003834,CLI000764,Débito,American Express,Black,8264705.80,Activa,2020-03-17
TAR000607,CLI001739,Crédito,American Express,Oro,1377110.26,Activa,2018-10-12
TAR007411,CLI003904,Débito,Mastercad,Oro,725531.48,Activa,2023-05-24
TAR005577,CLI002485,Crédito,Visa,Clásica,372541.85,Activa,2020-08-16
TAR004502,CLI002767,Crédito,Visa,Oro,711355.68,Activa,2016-12-26
TAR003977,CLI004989,Débito,American Express,Clásica,484407.70,Inactiva,2024-12-17
TAR003322,CLI007796,Débito,Visa,Clásica,463932.49,Activa,2020-08-21
TAR007430,CLI004629,Crédito, Mastercard,Clásica,166372.12,Activa,2019-06-03
TAR000128,CLI007249,Crédito,Mastercad,Clásica,442440.02,Activa,2018-03-13
TAR008203,CLI007754,Crédito,Mastercad,Clásica,161957.22,Activa,2016-09-28
TAR006481,CLI006416,Crédito,Mastercard,Clásica,486435.38,Activa,2019-05-11
TAR002056,CLI004694,Crédito,American Express,Platino,3461678.67,Activa,2017-02-19
TAR004213,CLI000280,Crédito,American Express,Platino,3447200.43,Activa,2023-08-22
TAR004053,CLI007576,Débito,American Express,Oro,1246684.89,Inactiva,2020-02-27
TAR001637,CLI004745,Crédito,Mastercard,Clásica,455702.56,Activa,2025-09-02
TAR005859,CLI004567,Crédito,Mastercard,Clásica,379644.47,Activa,2017-05-09
TAR003728,CLI002560,Crédito,American Express,Platino,2300108.53,Activa,2017-10-29
TAR005064,CLI002956,Crédito,American Express,Platino,1530127.64,Activa,2017-11-25
TAR009690,CLI002105,Crédito,Visa,Platino,3726326.35,Inactiva,2017-05-21
TAR005255,CLI006362,Crédito,Mastercad,Oro,1473431.20,Activa,2023-12-30
TAR002624,CLI001836,Débito,Mastercard,Clásica,422133.96,Activa,2021-06-25
TAR004495,CLI002769,Débito,American Express,Oro,926145.99,Activa,2025-07-30
TAR001111,CLI007700,Débito,Mastercard,Platino,3346271.26,Activa,2020-08-27
TAR007953,CLI004513,Crédito,Visa,Clásica,142552.04,Activa,2018-04-14
TAR002809,CLI005839,Débito,Visa,Clásica,423485.93,Activa,2021-01-07
TAR002651,CLI007726,Crédito,Visa,Black,4064533.12,Activa,2021-12-21
TAR000492,CLI007489,Crédito,American Express,Clásica,493166.63,Activa,2025-07-17
TAR007622,CLI006853,Crédito,Visa,Black,8810395.49,Activa,2025-03-29
TAR003209,CLI007231,Crédito,American Express,Clásica,190795.35,Activa,2021-12-09
TAR003789,CLI001426,Crédito,Mastercard,Oro,666418.23,Inactiva,2017-05-05
TAR006251,CLI004480,Crédito,Mastercard,Clásica,376436.24,Activa,2023-11-03
TAR000499,CLI001307,Crédito,Visa,Oro,1004501.43,Activa,2019-03-30
TAR007959,CLI003633,Crédito,American Express,Oro,839704.79,Inactiva,2019-11-18
TAR006904,CLI001029,Débito,Visa,Clásica,378887.25,Activa,2022-08-08
TAR000136,CLI004896,Crédito,American Express,Oro,1459039.98,Activa,2026-03-12
TAR001751,CLI006984,Crédito,Visa,Black,6629509.56,Activa,2017-03-27
TAR005268,CLI001341,Crédito,American Express,Clásica,425241.89,Activa,2020-01-06
TAR005175,CLI007545,Crédito,Mastercard,Clásica,247431.77,Activa,2024-12-02
TAR004541,CLI003586,Crédito,Visa,Platino,1970179.24,Activa,2018-11-11
TAR005092,CLI006216,Débito,Visa,Oro,1191155.29,Activa,2018-08-02
TAR003953,CLI005502,Crédito,American Express,Oro,739267.41,Activa,2019-01-27
TAR004179,CLI005029,Crédito,Visa,Oro,1132787.11,Inactiva,2018-06-11
TAR000470,CLI005351,Crédito,Mastercard,Clásica,105009.63,Activa,2024-01-08
TAR004792,CLI004673,Crédito,American Express,Oro,814679.76,Inactiva,2021-10-18
TAR006383,CLI001886,Crédito,Visa,Oro,1160763.19,Activa,2020-10-28
TAR006626,CLI003237,Débito,Visa,Clásica,421073.30,Activa,2021-07-11
TAR009327,CLI000724,Crédito,American Express,Oro,579489.95,Activa,2021-11-27
TAR009846,CLI006996,Crédito,Mastercard,Clásica,126203.30,Activa,2024-12-19
TAR002467,CLI003335,Crédito,Mastercard,Clásica,158052.93,Activa,2021-07-08
TAR004043,CLI007247,Crédito,Visa,Platino,3063420.02,Activa,2023-11-29
TAR002457,CLI002909,Crédito,Mastercard,Clásica,169560.92,Activa,2025-02-07
TAR004558,CLI003733,Crédito,Visa,Clásica,407970.74,Activa,2023-06-11
TAR009717,CLI003126,Crédito,Mastercard,Oro,1299671.63,Activa,2022-11-20
TAR003032,CLI007066,Débito,Visa,Clásica,155656.35,Activa,2020-07-12
TAR007329,CLI003430,Crédito,Mastercad,Platino,3628360.09,Inactiva,2016-09-14
TAR007675,CLI007048,Crédito,American Express,Clásica,310243.54,Activa,2017-08-21
TAR000792,CLI000479,Crédito,American Express,Platino,3388271.37,Inactiva,2018-10-09
TAR007308,CLI005134,Débito,Mastercad,Clásica,147171.39,Activa,2024-03-25
TAR006502,CLI000405,Débito,AMERICAN EXPRESS,Oro,658029.85,Activa,2020-06-09
TAR003398,CLI001484,Crédito,Visa,Oro,1396748.32,Activa,2016-12-29
TAR009669,CLI007093,Crédito,Mastercard,Platino,2298239.25,Inactiva,2019-02-26
TAR006612,CLI000451,Crédito,American Express,Clásica,239667.82,Activa,2022-04-17
TAR008798,CLI001852,Crédito,Mastercard,Black,8125697.00,Activa,2019-02-24
TAR005994,CLI001979,Crédito,American Express,Black,6236344.81,Activa,2021-02-21
TAR008465,CLI003030,Crédito,Visa,Oro,897157.46,Activa,2018-11-28
TAR009361,CLI002507,Crédito,Visa,Clásica,322192.96,Activa,2022-07-02
TAR006077,CLI002768,Crédito,Visa,Clásica,191298.87,Activa,2016-07-30
TAR007918,CLI001566,Débito,American Express,Oro,820477.39,Activa,2025-12-02
TAR002276,CLI000781,Débito,Visa,Oro,774828.23,Inactiva,2026-02-25
TAR007127,CLI004751,Crédito,American Express,Clásica,177551.69,Activa,2025-10-07
TAR003903,CLI005840,Crédito,Visa,Platino,2006414.84,Activa,2020-03-26
TAR004422,CLI003479,Crédito,American Express,Clásica,494925.10,Inactiva,2025-01-08
TAR007964,CLI000395,Crédito,Mastercad,Clásica,168742.27,Activa,2026-05-03
TAR009169,CLI003909,Crédito,Mastercad,Clásica,495825.89,Activa,2019-05-16
TAR003417,CLI007496,Crédito,American Express,Oro,1304452.13,Activa,2026-01-02
TAR008327,CLI005247,Crédito,Visa,Oro,1220253.83,Activa,2023-04-18
TAR004455,CLI003441,Crédito,American Express,Oro,993307.28,Activa,2019-02-25
TAR005283,CLI001660,Crédito,Mastercard,Platino,2246781.27,Activa,2019-06-23
TAR008341,CLI002459,Crédito,mastercard,Platino,2676602.98,Activa,2024-10-06
TAR005156,CLI001496,Crédito,Visa,Oro,988790.11,Activa,2017-06-27
TAR005006,CLI006460,Crédito,Mastercard,Oro,775746.61,Activa,2019-04-01
TAR003855,CLI004232,Débito,Visa,Clásica,186887.77,Activa,2020-04-01
TAR009991,CLI003248,Crédito,Visa,Oro,1191916.37,Activa,2024-07-17
TAR001348,CLI005312,Crédito,American Express,Platino,3058317.10,Activa,2023-01-06
TAR008224,CLI003389,Débito,Mastercard,Clásica,179292.50,Activa,2016-10-08
TAR007265,CLI001403,Débito,Visa,Platino,1755788.42,Activa,2022-02-06
TAR007790,CLI005570,Débito,Visa,Clásica,218819.76,Inactiva,2025-12-01
TAR000304,CLI002116,Crédito,American Express,Oro,1441779.51,Activa,2025-10-31
TAR002478,CLI006600,Débito,Mastercard,Clásica,188800.01,Activa,2024-04-29
TAR004982,CLI000261,Débito,American Express,Oro,1037359.44,Activa,2019-01-15
TAR003171,CLI002497,Crédito,Mastercard,Clásica,126090.96,Activa,2016-09-17
TAR009854,CLI005200,Crédito,American Express,Clásica,204591.69,Inactiva,2021-05-09
TAR007888,CLI005934,Débito,Visa,Clásica,206585.81,Activa,2017-04-01
TAR001796,CLI000715,Crédito,Mastercard,Platino,3270100.20,Activa,2022-09-12
TAR002321,CLI004176,Crédito,American Express,Clásica,367130.97,Inactiva,2024-08-31
TAR006544,CLI003494,Crédito,Visa,Clásica,155064.28,Inactiva,2016-09-07
