id_alerta,id_transaccion,fecha_alerta,tipo_fraude,nivel_riesgo,estado_alerta,provincia
FRD003929,TRX0019162,2026-05-18 10:52:54,Robo de Identidad,Bajo,Descartado,Guanacaste
FRD002352,TRX0021446,2026-05-04 09:02:50,Uso Indebido en el Extranjero,Bajo,Confirmado,Guanacaste
FRD000315,TRX0034174,2026-05-25 20:04:06,Suplantación de Comercio,Alto,Descartado,Guanacaste
FRD001467,TRX0012749,2026-01-22 09:46:52,Phishing,Medio,Confirmado,Guanacaste
FRD001676,TRX0022539,2025-04-01 08:15:29,Phishing,Alto,Descartado,San José
FRD002342,TRX0008758,2024-09-12 19:50:36,Clonación de Tarjeta,Medio,Confirmado,Limón
FRD005461,TRX0041481,2026-01-31 10:01:31,Suplantación de Comercio,Medio,Descartado,Alajuela
FRD002507,TRX0009810,2025-07-05 07:44:39,Transacción No Reconocida,Alto,Confirmado,Cartgago
FRD001506,TRX0018193,2025-03-11 05:34:51,Clonación de Tarjeta,Bajo,En Investigación,Puntarenas
FRD006273,TRX0024541,2025-03-21 02:36:31,Robo de Identidad,Medio,Confirmado,Limón
FRD000636,TRX0037399,2025-01-20 19:45:35,Transacción No Reconocida,Alto,Confirmado,Guanacaste
FRD004710,TRX0047929,2026-03-21 15:57:42,Suplantación de Comercio,Bajo,Falso Positivo,Puntarenas
FRD002065,TRX0023352,2024-09-07 03:37:45,Phishing,Medio,Confirmado,Limón
FRD000537,TRX0006395,2024-08-22 06:10:20,Suplantación de Comercio,Medio,Confirmado,Cartgago
FRD003747,TRX0000620,2024-10-10 00:23:41,Transacción No Reconocida,Medio,Descartado,San José
FRD000278,TRX0032427,2026-02-03 16:42:07,Uso Indebido en el Extranjero,Alto,Confirmado,Guanacaste
FRD006411,TRX0047872,2026-06-07 22:11:31,Transacción No Reconocida,Medio,Falso Positivo,Puntarenas
FRD006524,TRX0040487,2025-04-01 16:25:32,Clonación de Tarjeta,Alto,En Investigación, GUANACASTE
FRD003331,TRX0040696,2026-05-10 06:04:16,Robo de Identidad,Bajo,Descartado,Alajuela
FRD002283,TRX0000557,2025-05-08 09:42:59,Phishing,Bajo,Descartado,Heredia
FRD001352,TRX0003863,2025-11-03 04:45:45,Robo de Identidad,Alto,En Investigación,Cartago
FRD003608,TRX0007020,2024-06-29 08:18:34,Phishing,Bajo,Confirmado,San José
FRD002906,TRX0048407,2024-12-30 09:47:22,Phishing,Alto,En Investigación,CARTGAGO
FRD000373,TRX0040386,2024-12-22 02:44:45,Robo de Identidad,Alto,Descartado,Limón
FRD001790,TRX0045976,2024-11-04 14:55:33,Suplantación de Comercio,Alto,Descartado,San José
FRD005989,TRX0003749,2025-04-24 13:11:03,Clonación de Tarjeta,Alto,Descartado,Puntarenas
FRD006594,TRX0026285,2026-02-07 02:57:57,Phishing,Alto,Confirmado,Guanacaste
FRD006839,TRX0047233,2024-10-15 18:05:16,Clonación de Tarjeta,Medio,Descartado,Guanacaste
FRD005566,TRX0015651,2026-04-04 23:18:43,Transacción No Reconocida,Bajo,Descartado,Guanacaste
FRD006360,TRX0000157,2026-04-02 22:03:58,Phishing,Bajo,Descartado,Alajuela
FRD004291,TRX0031313,2026-04-13 03:49:49,Robo de Identidad,Medio,Falso Positivo,Guanacaste
FRD004293,TRX0027190,2026-06-23 09:52:29,Suplantación de Comercio,Alto,Descartado,Guanacaste
FRD004932,TRX0015678,2024-10-01 03:39:10,Clonación de Tarjeta,Medio,En Investigación,Limón
FRD003151,TRX0042909,2026-01-09 22:52:03,Phishing,Alto,Falso Positivo,Heredia
FRD001186,TRX0028529,2025-02-19 11:08:53,Transacción No Reconocida,Bajo,Falso Positivo,Limón
FRD005892,TRX0018956,2024-12-21 10:07:22,Robo de Identidad,Bajo,Descartado,Limón
FRD003135,TRX0002176,2025-01-03 01:23:16,Phishing,Alto,Descartado,San José
FRD004239,TRX0047939,2025-04-09 17:35:58,Suplantación de Comercio,Bajo,Descartado,Limón
FRD004079,TRX0004392,2026-01-20 07:12:37,Uso Indebido en el Extranjero,Bajo,En Investigación,San José
FRD006259,TRX0004375,2025-12-03 13:46:43,Phishing,Alto,Descartado,Cartgago
FRD001129,TRX0041857,2024-11-30 05:01:22,Uso Indebido en el Extranjero,Alto,En Investigación,Limón
FRD007150,TRX0036744,2025-01-12 15:24:33,Robo de Identidad,Alto,Confirmado,Heredia
FRD006444,TRX0039168,2026-05-12 18:41:48,Clonación de Tarjeta,Alto,Descartado,Limón
FRD007431,TRX0041199,2026-05-11 19:46:01,Transacción No Reconocida,Bajo,En Investigación,Guanacaste
FRD007100,TRX0017152,2026-03-02 03:18:33,Clonación de Tarjeta,Alto,Confirmado,Cartago
FRD005590,TRX0030035,2025-02-05 09:42:15,Uso Indebido en el Extranjero,Medio,En Investigación,puntarenas
FRD004964,TRX0047703,2025-02-20 12:02:12,Robo de Identidad,Alto,Descartado,Cartago
FRD000521,TRX0015351,2025-05-16 09:58:24,Clonación de Tarjeta,Medio,Confirmado,GUANACASTE
FRD002170,TRX0003403,2025-03-29 22:05:05,Uso Indebido en el Extranjero,Bajo,Falso Positivo,San José
FRD002978,TRX0027178,2025-01-19 00:52:17,Robo de Identidad,Alto,En Investigación,Alajuela
FRD004005,TRX0013939,2025-11-02 14:38:53,Phishing,Bajo,Descartado,Alajuela
FRD004998,TRX0021388,2025-12-03 15:36:02,Uso Indebido en el Extranjero,Bajo,Falso Positivo,Hereda
FRD002230,TRX0037125,2026-05-14 05:35:32,Robo de Identidad,Bajo,Falso Positivo,Heredia
FRD006757,TRX0034854,2024-09-18 21:35:01,Phishing,Bajo,En Investigación,Limón
FRD006936,TRX0013618,2025-08-28 03:19:31,Phishing,Alto,Falso Positivo,San José
FRD001659,TRX0013768,2024-06-28 08:34:04,Robo de Identidad,Alto,Descartado,Limón
FRD005514,TRX0049043,2024-07-25 18:15:49,Transacción No Reconocida,Bajo,Descartado, Limón
FRD001066,TRX0006156,2026-02-01 02:44:32,Uso Indebido en el Extranjero,Alto,Confirmado,Cartgago
FRD002514,TRX0022189,2025-09-22 19:32:47,Robo de Identidad,Bajo,Falso Positivo,Cartago
FRD004340,TRX0038462,2026-01-14 16:16:36,Uso Indebido en el Extranjero,Bajo,Descartado,San José
FRD001285,TRX0004457,2025-10-11 02:17:09,Suplantación de Comercio,Alto,Falso Positivo,Heredia
FRD001082,TRX0033171,2025-07-02 10:15:59,Robo de Identidad,Bajo,Descartado,Puntarenas
FRD007610,TRX0027867,2024-12-02 10:33:37,Robo de Identidad,Bajo,Confirmado,Guanacaste
FRD006323,TRX0023061,2025-01-21 14:27:46,Clonación de Tarjeta,Alto,En Investigación,Cartago
FRD006973,TRX0039953,2025-06-16 13:29:23,Clonación de Tarjeta,Medio,En Investigación, Guanacaste
FRD003508,TRX0036793,2026-05-06 18:39:34,Robo de Identidad,Alto,Confirmado,Guanacaste
FRD001098,TRX0003759,2025-06-10 05:48:21,Transacción No Reconocida,Medio,Descartado,Puntarenas
FRD003240,TRX0041143,2024-10-01 22:30:11,Phishing,Bajo,Falso Positivo,Heredia
FRD007146,TRX0047488,2026-01-28 22:19:40,Uso Indebido en el Extranjero,Alto,En Investigación,Heredia
FRD000062,TRX0044932,2025-12-03 18:54:04,Suplantación de Comercio,Medio,Confirmado,Cartago
FRD005546,TRX0041094,2026-02-27 21:08:33,Phishing,Medio,Descartado,Guanacaste
FRD001619,TRX0007608,2026-03-02 12:34:45,Clonación de Tarjeta,Alto,Falso Positivo,san josé
FRD007557,TRX0043078,2025-07-28 03:00:25,Transacción No Reconocida,Alto,Confirmado,ALAJUELA
FRD003753,TRX0015493,2025-11-27 05:24:24,Clonación de Tarjeta,Alto,En Investigación,Puntarenas
FRD006099,TRX0004880,2025-04-23 14:46:18,Transacción No Reconocida,Alto,Confirmado, Alajuela
FRD005060,TRX0001330,2026-04-20 13:52:06,Uso Indebido en el Extranjero,Alto,Falso Positivo,Cartgago
FRD005900,TRX0036081,2024-08-10 03:08:46,Suplantación de Comercio,Alto,En Investigación,Guanacaste
FRD003908,TRX0013208,2024-10-23 03:20:02,Transacción No Reconocida,Alto,Confirmado,Heredia
FRD005643,TRX0032609,2025-08-04 05:05:27,Clonación de Tarjeta,Bajo,En Investigación,Puntarenas
FRD000204,TRX0037778,2025-10-14 05:33:11,Suplantación de Comercio,Medio,Confirmado,Limón
FRD001526,TRX0027318,2025-09-07 10:24:25,Phishing,Bajo,Confirmado,Heredia
FRD002488,TRX0004064,2025-03-20 04:47:25,Uso Indebido en el Extranjero,Alto,En Investigación,Heredia
FRD001360,TRX0023957,2026-02-23 16:42:13,Uso Indebido en el Extranjero,Bajo,En Investigación,San José
FRD006770,TRX0039379,2025-01-11 14:56:20,Suplantación de Comercio,Bajo,Descartado,Alajuela
FRD002757,TRX0004121,2026-03-24 10:32:37,Robo de Identidad,Medio,Falso Positivo,Puntarenas
FRD003854,TRX0037524,2025-01-31 21:16:12,Uso Indebido en el Extranjero,Bajo,Confirmado,Guanacaste
FRD006051,TRX0020116,2025-11-30 03:53:43,Transacción No Reconocida,Alto,En Investigación,San José
FRD007702,TRX0032967,2025-03-10 09:06:57,Robo de Identidad,Medio,Descartado,Puntarenas
FRD005898,TRX0045344,2025-04-23 03:22:25,Transacción No Reconocida,Medio,Confirmado,Heredia
FRD000175,TRX0010820,2026-02-24 19:44:08,Uso Indebido en el Extranjero,Bajo,Confirmado,San José
FRD000105,TRX0029219,2024-12-15 21:54:49,Phishing,Alto,Falso Positivo,San José
FRD003001,TRX0012563,2026-05-21 10:54:05,Clonación de Tarjeta,Alto,Falso Positivo,Cartgago
FRD001861,TRX0021575,2025-09-22 21:53:35,Clonación de Tarjeta,Bajo,Confirmado,Limón
FRD004545,TRX0031994,2026-04-08 07:56:07,Transacción No Reconocida,Medio,Falso Positivo,Puntarenas
FRD001633,TRX0020313,2025-04-19 01:04:45,Clonación de Tarjeta,Medio,Falso Positivo,Guanacaste
FRD003631,TRX0027273,2025-10-20 11:20:03,Phishing,Bajo,En Investigación,Limón
FRD002827,TRX0027038,2024-11-12 12:27:04,Suplantación de Comercio,Medio,Confirmado,Cartago
FRD000903,TRX0044756,2025-11-08 13:13:00,Transacción No Reconocida,Bajo,Falso Positivo,Alajuela
FRD002390,TRX0030785,2026-05-26 11:32:07,Clonación de Tarjeta,Alto,Confirmado,Cartago
FRD000762,TRX0012547,2025-07-24 09:01:06,Uso Indebido en el Extranjero,Alto,Descartado,Guanacaste
FRD000509,TRX0002008,2024-10-03 16:14:01,Clonación de Tarjeta,Bajo,Descartado,Limón
FRD007629,TRX0003791,2024-12-30 13:36:52,Robo de Identidad,Medio,Falso Positivo,Guanacaste
FRD003960,TRX0042417,2025-10-15 19:46:22,Clonación de Tarjeta,Alto,Falso Positivo,Puntarenas
FRD003760,TRX0046774,2026-04-02 11:32:33,Transacción No Reconocida,Alto,Confirmado,Cartago
FRD004505,TRX0027702,2025-12-09 13:47:09,Robo de Identidad,Bajo,Confirmado,Cartago
FRD004599,TRX0025687,2026-02-18 04:00:28,Phishing,Bajo,En Investigación,Puntarenas
FRD005591,TRX0018093,2024-07-12 04:05:55,Phishing,Medio,Confirmado,Puntarenas
FRD006429,TRX0014205,2025-12-22 04:38:16,Uso Indebido en el Extranjero,Medio,Confirmado,Cartgago
FRD004362,TRX0014912,2025-07-15 10:16:34,Phishing,Alto,Confirmado,Heredia
FRD003530,TRX0013770,2024-07-26 17:25:39,Transacción No Reconocida,Bajo,Falso Positivo,Alajuela
FRD005172,TRX0009794,2024-12-09 12:11:32,Transacción No Reconocida,Alto,Falso Positivo, Cartago
FRD001276,TRX0012261,2025-08-17 11:06:44,Phishing,Alto,Descartado,guanacaste
FRD002088,TRX0047240,2025-06-19 22:01:17,Clonación de Tarjeta,Bajo,Falso Positivo,Alajuela
FRD007916,TRX0033348,2024-08-17 11:53:05,Suplantación de Comercio,Medio,Descartado,guanacaste
FRD007646,TRX0001152,2025-04-23 05:09:59,Phishing,Medio,Confirmado,Puntarenas
FRD004724,TRX0008839,2024-09-12 06:03:31,Transacción No Reconocida,Medio,Falso Positivo,Limón
FRD003180,TRX0024726,2025-09-13 14:53:44,Robo de Identidad,Alto,En Investigación,Guanacaste
FRD004183,TRX0047294,2025-05-06 20:13:01,Suplantación de Comercio,Medio,Confirmado,Alajuela
FRD002830,TRX0043820,2024-10-07 16:57:24,Transacción No Reconocida,Alto,En Investigación,San José
FRD002112,TRX0014933,2025-08-29 15:25:57,Suplantación de Comercio,Alto,Confirmado,Guanacaste
FRD003726,TRX0004447,2026-04-02 18:39:08,Uso Indebido en el Extranjero,Medio,En Investigación,Limón
FRD000872,TRX0013259,2024-11-24 12:10:08,Uso Indebido en el Extranjero,Medio,En Investigación,SAN JOSE
FRD005332,TRX0046030,2025-10-14 14:17:20,Suplantación de Comercio,Bajo,Falso Positivo,Puntarenas
FRD007428,TRX0000687,2024-07-21 20:30:28,Robo de Identidad,Medio,Confirmado,Alajuela
FRD006598,TRX0005783,2024-08-29 19:05:07,Phishing,Alto,Confirmado,Cartago
FRD001802,TRX0011931,2026-06-22 13:19:13,Clonación de Tarjeta,Alto,Confirmado,Alajuela
FRD000688,TRX0031961,2026-06-24 16:55:06,Uso Indebido en el Extranjero,Medio,Descartado,puntarenas
FRD006940,TRX0004311,2024-08-06 01:49:57,Phishing,Alto,Falso Positivo,Guanacaste
FRD006732,TRX0029651,2024-12-16 20:08:09,Phishing,Medio,En Investigación,Puntarenas
FRD006194,TRX0030283,2025-11-02 16:52:39,Suplantación de Comercio,Bajo,Confirmado,San José
FRD006072,TRX0046291,2025-08-22 06:50:43,Suplantación de Comercio,Bajo,Descartado,Alajuela
FRD002391,TRX0006965,2025-11-29 22:32:12,Phishing,Bajo,Falso Positivo,Cartgago
FRD001451,TRX0028486,2025-09-09 03:39:12,Phishing,Bajo,Confirmado,Alajuela
FRD005366,TRX0029502,2024-11-15 05:26:57,Suplantación de Comercio,Bajo,En Investigación,Puntarenas
FRD003366,TRX0000094,2024-10-28 17:56:07,Suplantación de Comercio,Bajo,Descartado,Puntarenas
FRD005432,TRX0040310,2025-06-27 19:41:08,Robo de Identidad,Alto,Confirmado,PUNTARENAS
FRD004456,TRX0009058,2025-03-22 19:28:22,Robo de Identidad,Medio,Confirmado,Guanacaste
FRD006751,TRX0020066,2024-07-11 15:53:04,Phishing,Bajo,Falso Positivo, Guanacaste
FRD000044,TRX0007983,2025-10-24 22:04:49,Phishing,Medio,Confirmado,  San José
FRD005511,TRX0014292,2024-11-12 22:12:31,Transacción No Reconocida,Medio,Falso Positivo,Alajuela
FRD005343,TRX0011420,2026-01-04 11:53:47,Uso Indebido en el Extranjero,,Confirmado,PUNTARENAS
FRD000123,TRX0027044,2025-07-29 07:13:38,Uso Indebido en el Extranjero,Bajo,Descartado,Puntarenas
FRD004749,TRX0035744,2025-02-12 07:34:59,Uso Indebido en el Extranjero,Bajo,Falso Positivo,PUNTARENAS
FRD006399,TRX0030269,2026-04-11 02:31:36,Robo de Identidad,Alto,Confirmado,Cartago
FRD007206,TRX0029726,2026-02-18 00:20:05,Robo de Identidad,Bajo,En Investigación,Alajuela
FRD001102,TRX0020305,2026-05-01 22:05:46,Suplantación de Comercio,Alto,Descartado,Cartgago
FRD003471,TRX0038446,2024-07-05 15:29:50,Phishing,Alto,Confirmado,Limón
FRD004147,TRX0021904,2026-03-15 05:01:22,Clonación de Tarjeta,Medio,Confirmado,Limón
FRD003746,TRX0020225,2024-07-02 19:20:32,Suplantación de Comercio,Alto,Confirmado,Hereda
FRD004633,TRX0048844,2025-11-28 16:15:24,Suplantación de Comercio,Medio,Descartado,Guanacaste
FRD004165,TRX0027226,2026-02-25 10:14:10,Clonación de Tarjeta,Alto,En Investigación,Cartago
FRD006379,TRX0035495,2024-07-11 09:47:11,Transacción No Reconocida,Medio,Falso Positivo,cartago
FRD000649,TRX0021636,2026-06-12 11:36:51,Robo de Identidad,Medio,Falso Positivo,Hereda
FRD001622,TRX0036215,2026-01-28 15:42:17,Phishing,Medio,Falso Positivo,Guanacaste
FRD001705,TRX0044207,2026-04-21 07:30:22,Robo de Identidad,Medio,Descartado,Puntarenas
FRD001387,TRX0021230,2026-02-10 08:34:28,Uso Indebido en el Extranjero,Alto,Confirmado,Heredia
FRD007142,TRX0010828,2026-04-14 02:56:15,Robo de Identidad,Medio,Falso Positivo,Cartago
FRD007801,TRX0048632,2025-01-18 00:07:22,Suplantación de Comercio,Alto,Confirmado,Guanacaste
FRD005734,TRX0032607,2025-08-13 22:44:13,Robo de Identidad,Alto,Falso Positivo,PUNTARENAS
FRD004052,TRX0002902,2025-11-03 17:28:15,Clonación de Tarjeta,Bajo,En Investigación,Guanacaste
FRD006562,TRX0029997,2025-05-02 15:12:06,Phishing,Alto,Confirmado,Heredia
FRD001196,TRX0001084,2026-04-07 15:58:13,Clonación de Tarjeta,Alto,Descartado,San José
FRD001750,TRX0036674,2024-11-18 03:15:46,Suplantación de Comercio,Alto,Confirmado,San José
FRD001345,TRX0026689,2025-07-08 02:29:06,Robo de Identidad,Alto,Descartado,Heredia
FRD004586,TRX0022067,2025-10-13 17:48:41,Uso Indebido en el Extranjero,Bajo,Descartado,Heredia
FRD006494,TRX0002641,2024-12-21 14:55:15,Uso Indebido en el Extranjero,Medio,Descartado,Cartago
FRD000678,TRX0030595,2025-12-01 22:16:03,Suplantación de Comercio,Medio,Falso Positivo,Limón
FRD006585,TRX0005432,2026-04-12 01:58:45,Transacción No Reconocida,Medio,Descartado,Guanacaste
FRD004220,TRX0005418,2024-10-10 07:53:55,Transacción No Reconocida,Alto,En Investigación,Limón
FRD002132,TRX0010695,2024-07-31 11:04:49,Robo de Identidad,Medio,Descartado,Heredia
FRD002321,TRX0023278,2024-07-07 04:57:19,Suplantación de Comercio,Alto,En Investigación,San José
FRD004040,TRX0010265,2025-06-24 21:07:37,Uso Indebido en el Extranjero,Medio,En Investigación,Limón
FRD006806,TRX0025907,2025-03-30 02:20:13,Uso Indebido en el Extranjero,Alto,Falso Positivo,Alajuela
FRD003774,TRX0025607,2026-05-25 03:22:34,Transacción No Reconocida,Bajo,Falso Positivo,Puntarenas
FRD005007,TRX0002765,2025-11-27 07:05:06,Robo de Identidad,Medio,Descartado,Guanacaste
FRD007355,TRX0039738,2025-07-10 10:22:58,Clonación de Tarjeta,Bajo,Descartado,Alajuela
FRD001354,TRX0016112,2024-08-07 01:29:40,Robo de Identidad,Alto,Falso Positivo,Hereda
FRD000506,TRX0015933,2025-12-05 22:45:24,Clonación de Tarjeta,Alto,Descartado,Cartago
FRD004967,TRX0017320,2025-10-03 19:18:20,Phishing,Bajo,Falso Positivo,Cartgago
FRD002029,TRX0041864,2025-06-25 22:39:11,Phishing,Alto,Confirmado,Alajuela
FRD004726,TRX0048569,2026-05-22 13:20:09,Phishing,Bajo,Confirmado,Puntarenas
FRD006985,TRX0040072,2024-08-22 16:44:48,Suplantación de Comercio,Alto,Confirmado,Alajuela
FRD004011,TRX0040414,2026-06-06 22:42:31,Robo de Identidad,Alto,En Investigación,Hereda
FRD007034,TRX0018854,2025-06-04 13:47:16,Transacción No Reconocida,Alto,En Investigación,Guanacaste
FRD000236,TRX0030962,2025-06-04 08:10:04,Uso Indebido en el Extranjero,Alto,Confirmado,Puntarenas
FRD005201,TRX0020746,2026-04-05 04:13:25,Transacción No Reconocida,Medio,En Investigación,Puntarenas
FRD000265,TRX0036109,2024-11-19 16:25:07,Transacción No Reconocida,Alto,En Investigación,Guanacaste
FRD000596,TRX0026543,2026-04-03 20:34:44,Robo de Identidad,Medio,Descartado,Puntarenas
FRD003181,TRX0023243,2025-04-05 09:51:23,Robo de Identidad,Alto,En Investigación,Cartago
FRD005858,TRX0001168,2026-05-04 05:22:11,Uso Indebido en el Extranjero,Medio,En Investigación,hereda
FRD000655,TRX0048797,2025-08-18 02:05:22,Uso Indebido en el Extranjero,Bajo,Confirmado,Guanacaste
FRD002177,TRX0029137,2025-03-17 09:09:10,Transacción No Reconocida,Alto,En Investigación,ALAJUELA
FRD006618,TRX0031536,2026-05-06 15:44:05,Transacción No Reconocida,Bajo,Descartado,Alajuela
FRD002315,TRX0041773,2024-12-14 17:15:09,Uso Indebido en el Extranjero,Medio,En Investigación,Guanacaste
FRD000421,TRX0019572,2024-08-14 13:41:04,Robo de Identidad,Alto,Descartado,Cartgago
FRD001892,TRX0029310,2025-01-06 14:45:44,Clonación de Tarjeta,Bajo,Confirmado,Puntarenas
FRD002503,TRX0035286,2025-05-06 01:20:33,Transacción No Reconocida,Alto,Confirmado,Limón
FRD001292,TRX0049572,2024-08-03 07:21:55,Uso Indebido en el Extranjero,Bajo,Falso Positivo,Cartgago
FRD001748,TRX0015091,2024-08-24 21:33:57,Phishing,Alto,Descartado,Puntarenas
FRD001658,TRX0028310,2025-12-10 10:45:09,Transacción No Reconocida,Alto,En Investigación,Cartago
FRD006999,TRX0028364,2024-12-16 04:44:28,Clonación de Tarjeta,Alto,Confirmado,Guanacaste
FRD004817,TRX0046098,2025-02-03 04:29:35,Suplantación de Comercio,Alto,Falso Positivo,Cartgago
FRD005707,TRX0029844,2026-05-08 04:51:19,Transacción No Reconocida,Medio,Falso Positivo,San José
FRD007324,TRX0032535,2026-03-11 05:35:52,Transacción No Reconocida,Bajo,Falso Positivo,San José
FRD000981,TRX0043687,2025-12-01 07:49:10,Phishing,Bajo,En Investigación,Cartgago
FRD001363,TRX0020935,2026-05-17 16:27:31,Uso Indebido en el Extranjero,Alto,Confirmado,Limón
FRD006213,TRX0039442,2025-09-29 12:42:18,Transacción No Reconocida,Bajo,Confirmado,Hereda
FRD005116,TRX0032052,2026-03-01 20:02:54,Clonación de Tarjeta,Medio,Falso Positivo,Heredia
FRD003004,TRX0010240,2026-04-30 14:38:50,Clonación de Tarjeta,Alto,En Investigación,Hereda
FRD005454,TRX0041316,2024-12-25 05:17:54,Transacción No Reconocida,Medio,Descartado,Cartago
FRD004892,TRX0039161,2025-04-15 13:41:22,Phishing,Medio,En Investigación,Cartago
FRD006568,TRX0017688,2024-07-05 19:02:49,Uso Indebido en el Extranjero,Alto,Confirmado,guanacaste
FRD006044,TRX0042024,2025-05-31 08:22:13,Robo de Identidad,Bajo,Falso Positivo,San José
FRD004176,TRX0021709,2026-02-17 02:47:47,Transacción No Reconocida,Alto,Descartado,HEREDIA
FRD007170,TRX0044124,2025-12-29 16:41:34,Suplantación de Comercio,Bajo,Falso Positivo,San José
FRD001287,TRX0038646,2025-10-14 21:19:58,Phishing,Alto,Falso Positivo,Cartago
FRD007538,TRX0003918,2024-07-07 14:55:11,Transacción No Reconocida,Medio,Descartado,Guanacaste
FRD003156,TRX0039025,2025-11-08 15:21:14,Suplantación de Comercio,Alto,Confirmado,Puntarenas
FRD005293,TRX0043652,2024-10-25 11:50:35,Phishing,Alto,En Investigación,Hereda
FRD000103,TRX0033522,2026-01-15 23:01:03,Phishing,Medio,Descartado,Alajuela
FRD001528,TRX0047342,2026-06-24 23:18:27,Suplantación de Comercio,Alto,Falso Positivo,Cartago
FRD007388,TRX0019114,2026-01-26 14:23:55,Clonación de Tarjeta,Medio,Descartado,Guanacaste
FRD003946,TRX0022337,2025-04-26 13:46:41,Phishing,Bajo,Confirmado, Alajuela
FRD007052,TRX0045384,2025-10-05 19:11:09,Transacción No Reconocida,Alto,Confirmado,Hereda
FRD005489,TRX0018215,2025-09-14 01:19:30,Robo de Identidad,Medio,Falso Positivo,alajuela
FRD000623,TRX0020885,2025-12-03 06:01:08,Clonación de Tarjeta,Medio,Falso Positivo,San José
FRD004305,TRX0002294,2025-03-18 22:20:24,Clonación de Tarjeta,Alto,Falso Positivo,Cartgago
FRD002903,TRX0049542,2026-03-25 06:25:55,Phishing,Alto,Falso Positivo,Cartago
FRD002154,TRX0037044,2026-04-07 19:20:05,Robo de Identidad,Alto,Confirmado,Alajuela
FRD002248,TRX0021794,2025-04-01 18:46:38,Robo de Identidad,Bajo,Falso Positivo,Limón
FRD000470,TRX0038836,2024-10-11 03:48:55,Phishing,Bajo,Falso Positivo,Cartgago
FRD005331,TRX0027793,2025-07-30 06:29:55,Uso Indebido en el Extranjero,Bajo,Confirmado,Guanacaste
FRD007064,TRX0004069,2026-03-20 06:02:49,Suplantación de Comercio,Bajo,Confirmado,Puntarenas
FRD005578,TRX0026196,2025-10-06 07:07:52,Robo de Identidad,Alto,Confirmado,San José
FRD001371,TRX0003106,2026-04-04 07:39:37,Transacción No Reconocida,Bajo,Confirmado,San José
FRD000608,TRX0023497,2025-10-16 02:32:20,Uso Indebido en el Extranjero,Alto,En Investigación,Guanacaste
FRD007950,TRX0019756,2025-05-18 09:38:35,Suplantación de Comercio,Medio,En Investigación,Heredia
FRD006173,TRX0022129,2025-08-21 09:33:18,Phishing,Alto,Falso Positivo,San José
FRD001740,TRX0028184,2025-11-12 11:58:59,Uso Indebido en el Extranjero,Bajo,Descartado,Cartago
FRD006911,TRX0008835,2025-12-21 22:34:16,Clonación de Tarjeta,Medio,En Investigación,Heredia
FRD003173,TRX0040450,2024-10-30 09:31:42,Phishing,Alto,En Investigación,Hereda
FRD006300,TRX0023811,2024-08-01 13:36:58,Suplantación de Comercio,Bajo,Descartado,Limón
FRD004214,TRX0036287,2026-05-26 02:33:37,Uso Indebido en el Extranjero,Alto,En Investigación,San José
FRD005586,TRX0020988,2025-11-04 12:16:58,Suplantación de Comercio,Bajo,Falso Positivo,Alajuela
FRD007608,TRX0032993,2025-12-14 00:55:54,Suplantación de Comercio,Medio,Descartado,Puntarenas
FRD001813,TRX0044910,2025-12-11 14:48:31,Robo de Identidad,Alto,En Investigación,Puntarenas
FRD006746,TRX0044371,2025-12-25 18:51:39,Robo de Identidad,Alto,Confirmado,Puntarenas
FRD005797,TRX0023912,2025-02-25 11:14:32,Clonación de Tarjeta,Alto,Descartado,Cartgago
FRD000404,TRX0008745,2024-08-31 10:22:15,Robo de Identidad,Alto,En Investigación,Alajuela
FRD007734,TRX0003989,2025-08-27 02:36:15,Robo de Identidad,Medio,Falso Positivo,Puntarenas
FRD007805,TRX0013505,2024-10-28 03:34:41,Phishing,Bajo,Descartado,Alajuela
FRD002627,TRX0020770,2026-05-19 18:45:59,Suplantación de Comercio,Alto,Descartado,Heredia
FRD002684,TRX0015127,2024-09-23 15:53:24,Clonación de Tarjeta,Bajo,Confirmado,San José
FRD004709,TRX0035245,2024-07-30 04:56:33,Phishing,Alto,Descartado,San José
FRD004687,TRX0010840,2026-04-23 19:53:25,Clonación de Tarjeta,Medio,Descartado,GUANACASTE
FRD000940,TRX0020722,2026-02-23 05:14:20,Phishing,Alto,Confirmado,Puntarenas
FRD004105,TRX0021000,2026-02-07 02:27:22,Phishing,Medio,Falso Positivo,Hereda
FRD001977,TRX0009679,2024-10-03 22:56:02,Clonación de Tarjeta,Alto,En Investigación,Limón
FRD000080,TRX0048410,2026-06-09 08:54:34,Uso Indebido en el Extranjero,Alto,Descartado,San José
FRD003846,TRX0045395,2025-03-22 12:57:16,Transacción No Reconocida,Alto,Descartado,Puntarenas
FRD002495,TRX0038136,2026-06-11 19:24:41,Clonación de Tarjeta,Alto,Confirmado,Cartgago
FRD002402,TRX0031582,2024-11-05 22:00:01,Robo de Identidad,Alto,Confirmado,Limón
FRD002565,TRX0048387,2025-12-23 23:33:40,Robo de Identidad,Medio,En Investigación,Alajuela
FRD004441,TRX0015254,2026-03-02 12:50:04,Robo de Identidad,Medio,Descartado,Puntarenas
FRD004852,TRX0012980,2025-02-14 20:31:04,Uso Indebido en el Extranjero,Medio,Falso Positivo,Cartago
FRD003892,TRX0008911,2025-04-03 06:52:55,Robo de Identidad,Alto,Falso Positivo,Cartago
