transaction_id,card_id,merchant_id,fecha_transaccion,monto,puntos,provincia
TRX0000832,T000049,M0099,2024-01-01,1036.44,67,Guanacaste
TRX0000833,T000257,M0071,2024-01-01,-100.0,7,Heredia
TRX0000834,T000202,M0063,2024-01-01,,2,Limón
TRX0000835,T000118,M0012,2024-01-01,390.2,47,San José
TRX0000836,T000059,M0095,2024-01-01,296.6,31,Alajuela
TRX0000837,T000115,M0003,2024-01-01,-100.0,55,Cartago
TRX0000838,T000118,M0032,2024-01-01,,47,Guanacaste
TRX0000839,T000378,M0093,2024-01-01,,75,San José
TRX0000840,T000285,M0049,2024-01-01,-50.0,11,Guanacaste
TRX0000841,T000181,M0036,2024-01-01,,9,Alajuela
TRX0000842,T000224,M0077,2024-01-01,-100.0,73,Guanacaste
TRX0000843,T000137,M0056,2024-01-01,-50.0,80,Alajuela
TRX0000844,T000126,M0022,2024-01-01,83.11,81,San José
TRX0000845,T000291,M0082,2024-01-01,22.38,24,San José
TRX0000846,T000077,M0062,2024-01-01,-50.0,24,San José
TRX0000847,T000116,M0036,2024-01-01,-50.0,29,Heredia
TRX0000848,T000250,M0012,2024-01-01,175.12,98,Alajuela
TRX0000849,T000115,M0054,2024-01-01,234.77,70,Puntarenas
TRX0000850,T000265,M0031,2024-01-01,,52,Heredia
TRX0000851,T000179,M0018,2024-01-01,,55,Cartago
TRX0000852,T000339,M0042,2024-01-01,1922.11,67,Puntarenas
TRX0000853,T000306,M0098,2024-01-01,-100.0,26,Alajuela
TRX0000854,T000021,M0074,2024-01-01,,76,Guanacaste
TRX0000855,T000260,M0050,2024-01-01,200.98,73,Alajuela
TRX0000856,T000330,M0076,2024-01-01,43.84,85,Puntarenas
TRX0000857,T000095,M0020,2024-01-01,,34,San José
TRX0000858,T000400,M0089,2024-01-01,817.25,40,Puntarenas
TRX0000859,T000190,M0004,2024-01-01,-100.0,25,Guanacaste
TRX0000860,T000236,M0065,2024-01-01,-50.0,58,Cartago
TRX0000861,T000386,M0010,2024-01-01,1600.14,33,Limón
TRX0000862,T000273,M0085,2024-01-01,1675.8,89,Alajuela
TRX0000863,T000180,M0073,2024-01-01,-100.0,76,San José
TRX0000864,T000135,M0075,2024-01-01,518.1,22,Guanacaste
TRX0000865,T000061,M0029,2024-01-01,35.63,42,Cartago
TRX0000866,T000060,M0040,2024-01-01,711.77,60,San José
TRX0000867,T000371,M0056,2024-01-01,-50.0,75,Puntarenas
TRX0000868,T000197,M0089,2024-01-01,390.99,70,Guanacaste
TRX0000869,T000332,M0033,2024-01-01,-50.0,49,Puntarenas
TRX0000870,T000307,M0091,2024-01-01,1740.91,62,Puntarenas
TRX0000871,T000400,M0061,2024-01-01,1970.17,31,Limón
TRX0000872,T000123,M0096,2024-01-01,848.66,93,Guanacaste
TRX0000873,T000284,M0031,2024-01-01,581.57,18,Puntarenas
TRX0000874,T000169,M0010,2024-01-01,1962.95,55,Cartago
TRX0000875,T000150,M0005,2024-01-01,1337.05,55,Alajuela
TRX0000876,T000203,M0073,2024-01-01,1571.29,13,Cartago
TRX0000877,T000392,M0005,2024-01-01,93.59,95,Guanacaste
TRX0000878,T000193,M0093,2024-01-01,658.6,46,Heredia
TRX0000879,T000144,M0013,2024-01-01,-50.0,22,Alajuela
TRX0000880,T000253,M0054,2024-01-01,,79,Guanacaste
TRX0000881,T000053,M0089,2024-01-01,,64,Cartago
TRX0000882,T000327,M0071,2024-01-01,,76,Heredia
TRX0000883,T000245,M0098,2024-01-01,903.6,56,Puntarenas
TRX0000884,T000252,M0007,2024-01-01,992.01,43,Puntarenas
TRX0000885,T000115,M0070,2024-01-01,717.32,71,Cartago
TRX0000886,T000148,M0038,2024-01-01,1710.31,18,Guanacaste
TRX0000887,T000245,M0066,2024-01-01,492.75,39,Puntarenas
TRX0000888,T000337,M0018,2024-01-01,1209.79,26,Heredia
TRX0000889,T000391,M0099,2024-01-01,-50.0,48,San José
TRX0000890,T000230,M0068,2024-01-01,1753.06,26,Cartago
TRX0000891,T000236,M0022,2024-01-01,921.51,34,Alajuela
TRX0000892,T000215,M0022,2024-01-01,121.43,53,Cartago
TRX0000893,T000262,M0044,2024-01-01,-100.0,4,Guanacaste
TRX0000894,T000110,M0025,2024-01-01,,14,Cartago
TRX0000895,T000140,M0015,2024-01-01,1560.48,84,Alajuela
TRX0000896,T000254,M0044,2024-01-01,1484.09,67,Alajuela
TRX0000897,T000247,M0060,2024-01-01,1291.46,38,Limón
TRX0000898,T000215,M0003,2024-01-01,1101.95,58,Limón
TRX0000899,T000362,M0021,2024-01-01,1169.35,85,Heredia
TRX0000900,T000011,M0072,2024-01-01,317.15,82,Limón
TRX0000901,T000222,M0003,2024-01-01,,31,Cartago
TRX0000902,T000036,M0021,2024-01-01,,94,Limón
TRX0000903,T000114,M0027,2024-01-01,1281.2,51,San José
TRX0000904,T000277,M0047,2024-01-01,1897.04,58,Heredia
TRX0000905,T000223,M0008,2024-01-01,1051.65,88,Limón
TRX0000906,T000152,M0002,2024-01-01,669.07,6,Guanacaste
TRX0000907,T000248,M0013,2024-01-01,1057.46,71,Limón
TRX0000908,T000059,M0073,2024-01-01,1154.89,19,Alajuela
TRX0000909,T000079,M0072,2024-01-01,1515.51,60,Alajuela
TRX0000910,T000227,M0039,2024-01-01,135.35,52,Alajuela
TRX0000911,T000097,M0056,2024-01-01,1828.14,67,Alajuela
TRX0000912,T000306,M0069,2024-01-01,1348.84,83,Limón
TRX0000913,T000298,M0098,2024-01-01,-100.0,79,Limón
TRX0000914,T000117,M0069,2024-01-01,648.44,39,Puntarenas
TRX0000915,T000301,M0072,2024-01-01,1963.86,83,Cartago
TRX0000916,T000023,M0002,2024-01-01,1941.62,95,Limón
TRX0000917,T000322,M0071,2024-01-01,1508.58,65,San José
TRX0000918,T000343,M0082,2024-01-01,-100.0,22,San José
TRX0000919,T000325,M0089,2024-01-01,-100.0,19,Guanacaste
TRX0000920,T000268,M0015,2024-01-01,,96,Alajuela
TRX0000921,T000291,M0013,2024-01-01,1281.77,32,Alajuela
TRX0000922,T000243,M0033,2024-01-01,229.42,27,San José
TRX0000923,T000360,M0078,2024-01-01,-50.0,85,Alajuela
TRX0000924,T000334,M0084,2024-01-01,1221.61,63,Guanacaste
TRX0000925,T000053,M0042,2024-01-01,1440.35,70,San José
TRX0000926,T000293,M0096,2024-01-01,80.9,98,San José
TRX0000927,T000183,M0025,2024-01-01,539.55,88,San José
TRX0000928,T000259,M0038,2024-01-01,1842.1,14,Heredia
TRX0000929,T000016,M0088,2024-01-01,1375.86,85,San José
TRX0000930,T000007,M0091,2024-01-01,673.01,22,Puntarenas
TRX0000931,T000239,M0009,2024-01-01,1254.09,80,Limón
TRX0000932,T000055,M0029,2024-01-01,98.74,81,Cartago
TRX0000933,T000335,M0070,2024-01-01,1335.77,53,Alajuela
TRX0000934,T000355,M0100,2024-01-01,1298.2,90,Alajuela
TRX0000935,T000220,M0009,2024-01-01,675.5,51,Alajuela
TRX0000936,T000389,M0051,2024-01-01,1322.29,14,Alajuela
TRX0000937,T000094,M0087,2024-01-01,1152.86,51,Puntarenas
TRX0000938,T000344,M0061,2024-01-01,1560.05,28,Cartago
TRX0000939,T000198,M0078,2024-01-01,-50.0,83,San José
TRX0000940,T000040,M0027,2024-01-01,-100.0,91,Heredia
TRX0000941,T000380,M0061,2024-01-01,,86,Puntarenas
TRX0000942,T000291,M0044,2024-01-01,719.7,99,Heredia
TRX0000943,T000373,M0048,2024-01-01,1278.26,3,San José
TRX0000944,T000025,M0064,2024-01-01,1513.23,100,San José
TRX0000945,T000004,M0010,2024-01-01,-100.0,79,Alajuela
TRX0000946,T000342,M0067,2024-01-01,467.09,16,Limón
TRX0000947,T000210,M0011,2024-01-01,-50.0,19,Cartago
TRX0000948,T000090,M0074,2024-01-01,271.33,96,Cartago
TRX0000949,T000152,M0096,2024-01-01,760.52,23,Alajuela
TRX0000950,T000200,M0048,2024-01-01,1085.64,23,Limón
TRX0000951,T000280,M0042,2024-01-01,-100.0,66,Puntarenas
TRX0000952,T000283,M0086,2024-01-01,953.42,69,Limón
TRX0000953,T000322,M0071,2024-01-01,-50.0,84,Limón
TRX0000954,T000322,M0076,2024-01-01,54.37,77,Guanacaste
TRX0000955,T000119,M0088,2024-01-01,-100.0,9,Heredia
TRX0000956,T000179,M0054,2024-01-01,,42,Heredia
TRX0000957,T000305,M0076,2024-01-01,-50.0,95,Puntarenas
TRX0000958,T000111,M0009,2024-01-01,1751.81,74,Heredia
TRX0000959,T000247,M0005,2024-01-01,1315.34,69,Puntarenas
TRX0000960,T000368,M0047,2024-01-01,-100.0,99,Alajuela
TRX0000961,T000114,M0044,2024-01-01,198.75,63,Guanacaste
TRX0000962,T000109,M0012,2024-01-01,1914.52,30,Guanacaste
TRX0000963,T000064,M0047,2024-01-01,911.54,80,Limón
TRX0000964,T000127,M0002,2024-01-01,-100.0,30,Guanacaste
TRX0000965,T000263,M0095,2024-01-01,1738.93,2,Limón
TRX0000966,T000350,M0038,2024-01-01,1199.21,81,Alajuela
TRX0000967,T000219,M0005,2024-01-01,467.07,56,Limón
TRX0000968,T000272,M0051,2024-01-01,264.77,41,Puntarenas
TRX0000969,T000002,M0032,2024-01-01,37.05,83,Cartago
TRX0000970,T000248,M0025,2024-01-01,1258.88,42,Cartago
TRX0000971,T000119,M0086,2024-01-01,-50.0,7,Limón
TRX0000972,T000037,M0025,2024-01-01,-100.0,85,San José
TRX0000973,T000098,M0098,2024-01-01,1647.36,38,Cartago
TRX0000974,T000169,M0060,2024-01-01,-50.0,85,Limón
TRX0000975,T000014,M0057,2024-01-01,15.15,33,Guanacaste
TRX0000976,T000356,M0083,2024-01-01,-50.0,39,San José
TRX0000977,T000249,M0020,2024-01-01,533.81,53,Guanacaste
TRX0000978,T000389,M0084,2024-01-01,1592.01,17,Puntarenas
TRX0000979,T000270,M0092,2024-01-01,857.8,57,San José
TRX0000980,T000275,M0013,2024-01-01,100.5,63,Guanacaste
TRX0000981,T000222,M0088,2024-01-01,1508.61,7,Heredia
TRX0000982,T000348,M0036,2024-01-01,-100.0,40,Cartago
TRX0000983,T000102,M0042,2024-01-01,-50.0,40,San José
TRX0000984,T000112,M0014,2024-01-01,1702.71,62,San José
TRX0000985,T000296,M0038,2024-01-01,887.35,29,Guanacaste
TRX0000986,T000157,M0061,2024-01-01,1513.52,42,Limón
TRX0000987,T000251,M0039,2024-01-01,1737.77,45,Limón
TRX0000988,T000016,M0099,2024-01-01,-100.0,80,Puntarenas
TRX0000989,T000042,M0099,2024-01-01,433.91,81,Guanacaste
TRX0000990,T000146,M0031,2024-01-01,1125.15,41,Puntarenas
TRX0000991,T000093,M0031,2024-01-01,1301.21,5,Cartago
TRX0000992,T000149,M0058,2024-01-01,1002.54,62,Cartago
TRX0000993,T000193,M0090,2024-01-01,1620.4,60,Alajuela
TRX0000994,T000104,M0084,2024-01-01,1524.43,75,Heredia
TRX0000995,T000400,M0042,2024-01-01,-100.0,38,Puntarenas
TRX0000996,T000148,M0073,2024-01-01,-100.0,79,Guanacaste
TRX0000997,T000114,M0086,2024-01-01,-50.0,81,Puntarenas
TRX0000998,T000247,M0027,2024-01-01,709.87,92,San José
TRX0000999,T000246,M0037,2024-01-01,416.23,33,Cartago
TRX0001000,T000166,M0055,2024-01-01,981.28,72,San José
TRX0001001,T000334,M0016,2024-01-01,1131.59,68,Cartago
TRX0001002,T000113,M0015,2024-01-01,1030.02,25,Heredia
TRX0001003,T000349,M0002,2024-01-01,1469.84,69,Cartago
TRX0001004,T000143,M0022,2024-01-01,492.39,43,Guanacaste
TRX0001005,T000305,M0051,2024-01-01,810.01,33,Cartago
TRX0001006,T000231,M0078,2024-01-01,-100.0,69,Heredia
TRX0001007,T000364,M0068,2024-01-01,-50.0,81,San José
TRX0001008,T000225,M0054,2024-01-01,1567.62,88,Guanacaste
TRX0001009,T000185,M0046,2024-01-01,697.59,50,Guanacaste
TRX0001010,T000125,M0092,2024-01-01,-50.0,27,San José
TRX0001011,T000315,M0099,2024-01-01,-100.0,50,Limón
TRX0001012,T000284,M0088,2024-01-01,-50.0,91,Heredia
TRX0001013,T000228,M0060,2024-01-01,,11,San José
TRX0001014,T000060,M0044,2024-01-01,1272.63,6,Limón
TRX0001015,T000275,M0036,2024-01-01,,37,Cartago
TRX0001016,T000323,M0012,2024-01-01,-100.0,98,Alajuela
TRX0001017,T000374,M0098,2024-01-01,-100.0,50,Heredia
TRX0001018,T000240,M0006,2024-01-01,,59,Puntarenas
TRX0001019,T000378,M0071,2024-01-01,1460.97,97,Cartago
TRX0001020,T000386,M0068,2024-01-01,1211.36,29,Limón
TRX0001021,T000105,M0073,2024-01-01,602.69,89,Cartago
TRX0001022,T000303,M0079,2024-01-01,-50.0,10,Limón
TRX0001023,T000136,M0066,2024-01-01,,59,Cartago
TRX0001024,T000166,M0015,2024-01-01,1487.3,96,Puntarenas
TRX0001025,T000247,M0005,2024-01-01,546.6,64,Heredia
TRX0001026,T000172,M0073,2024-01-01,1278.49,97,Guanacaste
TRX0001027,T000328,M0067,2024-01-01,-50.0,27,Alajuela
TRX0001028,T000084,M0053,2024-01-01,300.28,100,Puntarenas
TRX0001029,T000185,M0098,2024-01-01,-100.0,56,Cartago
TRX0001030,T000328,M0033,2024-01-01,223.2,82,Limón
TRX0001031,T000148,M0019,2024-01-01,1884.0,5,Guanacaste
TRX0001032,T000332,M0040,2024-01-01,-100.0,92,Puntarenas
TRX0001033,T000089,M0050,2024-01-01,884.3,96,Cartago
TRX0001034,T000390,M0045,2024-01-01,,2,San José
TRX0001035,T000288,M0037,2024-01-01,599.57,15,Puntarenas
TRX0001036,T000137,M0026,2024-01-01,-50.0,12,Puntarenas
TRX0001037,T000132,M0048,2024-01-01,993.15,24,Heredia
TRX0001038,T000182,M0034,2024-01-01,376.12,83,Alajuela
TRX0001039,T000039,M0042,2024-01-01,1095.59,90,Heredia
TRX0001040,T000051,M0070,2024-01-01,,43,Alajuela
TRX0001041,T000236,M0044,2024-01-01,1648.91,55,Puntarenas
TRX0001042,T000051,M0052,2024-01-01,1054.9,1,San José
TRX0001043,T000316,M0082,2024-01-01,,76,Alajuela
TRX0001044,T000324,M0094,2024-01-01,,67,Limón
TRX0001045,T000308,M0052,2024-01-01,1957.99,53,San José
TRX0001046,T000317,M0083,2024-01-01,1189.12,27,Limón
TRX0001047,T000110,M0073,2024-01-01,602.63,40,Puntarenas
TRX0001048,T000213,M0001,2024-01-01,-50.0,37,Puntarenas
TRX0001049,T000343,M0064,2024-01-01,-50.0,44,Puntarenas
TRX0001050,T000340,M0095,2024-01-01,-100.0,25,Alajuela
TRX0001051,T000375,M0058,2024-01-01,499.75,38,Guanacaste
TRX0001052,T000112,M0040,2024-01-01,,27,Heredia
TRX0001053,T000377,M0036,2024-01-01,171.19,6,Guanacaste
TRX0001054,T000255,M0061,2024-01-01,1587.6,33,Limón
TRX0001055,T000372,M0093,2024-01-01,410.52,5,Heredia
TRX0001056,T000231,M0077,2024-01-01,1647.11,52,Limón
TRX0001057,T000153,M0035,2024-01-01,,35,Heredia
TRX0001058,T000318,M0041,2024-01-01,1918.13,57,Alajuela
TRX0001059,T000062,M0049,2024-01-01,-100.0,57,Limón
TRX0001060,T000384,M0076,2024-01-01,1065.56,39,Limón
TRX0001061,T000156,M0045,2024-01-01,-100.0,90,Limón
TRX0001062,T000148,M0013,2024-01-01,1179.78,25,Guanacaste
TRX0001063,T000215,M0001,2024-01-01,1363.07,5,Limón
TRX0001064,T000013,M0050,2024-01-01,337.42,96,Cartago
TRX0001065,T000153,M0096,2024-01-01,1418.61,65,Puntarenas
TRX0001066,T000173,M0051,2024-01-01,438.5,30,Alajuela
TRX0001067,T000375,M0052,2024-01-01,-100.0,89,Heredia
TRX0001068,T000281,M0066,2024-01-01,313.65,62,San José
TRX0001069,T000245,M0070,2024-01-01,,5,Alajuela
TRX0001070,T000093,M0090,2024-01-01,151.46,90,Puntarenas
TRX0001071,T000034,M0025,2024-01-01,,67,Guanacaste
TRX0001072,T000048,M0006,2024-01-01,-50.0,47,San José
TRX0001073,T000199,M0091,2024-01-01,-50.0,21,Guanacaste
TRX0001074,T000244,M0065,2024-01-01,,62,Cartago
TRX0001075,T000236,M0058,2024-01-01,-100.0,84,Puntarenas
TRX0001076,T000238,M0087,2024-01-01,-50.0,74,San José
TRX0001077,T000341,M0017,2024-01-01,-50.0,27,Cartago
TRX0001078,T000292,M0070,2024-01-01,-100.0,66,Limón
TRX0001079,T000234,M0076,2024-01-01,124.41,97,San José
TRX0001080,T000048,M0003,2024-01-01,,3,Puntarenas
TRX0001081,T000286,M0052,2024-01-01,,51,Puntarenas
TRX0001082,T000220,M0076,2024-01-01,-100.0,75,Limón
TRX0001083,T000397,M0022,2024-01-01,,59,Heredia
TRX0001084,T000249,M0014,2024-01-01,300.78,16,San José
TRX0001085,T000095,M0030,2024-01-01,,24,Limón
TRX0001086,T000230,M0094,2024-01-01,855.88,79,Limón
TRX0001087,T000111,M0086,2024-01-01,955.5,58,San José
TRX0001088,T000193,M0007,2024-01-01,,59,Alajuela
TRX0001089,T000165,M0002,2024-01-01,1288.11,44,Guanacaste
TRX0001090,T000392,M0070,2024-01-01,1216.75,94,Guanacaste
TRX0001091,T000058,M0039,2024-01-01,1452.04,15,Heredia
TRX0001092,T000012,M0066,2024-01-01,863.68,80,Guanacaste
TRX0001093,T000170,M0021,2024-01-01,-50.0,91,Guanacaste
TRX0001094,T000330,M0015,2024-01-01,1352.27,52,Cartago
TRX0001095,T000011,M0077,2024-01-01,1470.08,56,Alajuela
TRX0001096,T000369,M0082,2024-01-01,1995.17,88,Puntarenas
TRX0001097,T000109,M0083,2024-01-01,567.84,25,Heredia
TRX0001098,T000160,M0083,2024-01-01,1788.32,27,Guanacaste
TRX0001099,T000064,M0021,2024-01-01,1081.61,54,Heredia
TRX0001100,T000080,M0079,2024-01-01,1482.17,69,Guanacaste
TRX0001101,T000338,M0067,2024-01-01,-100.0,61,Puntarenas
TRX0001102,T000132,M0080,2024-01-01,-50.0,6,Cartago
TRX0001103,T000052,M0078,2024-01-01,1987.42,17,Alajuela
TRX0001104,T000046,M0034,2024-01-01,812.73,57,San José
TRX0001105,T000133,M0031,2024-01-01,,9,Puntarenas
TRX0001106,T000252,M0095,2024-01-01,429.84,78,Cartago
TRX0001107,T000363,M0013,2024-01-01,1216.99,16,Guanacaste
TRX0001108,T000378,M0061,2024-01-01,-50.0,87,Limón
TRX0001109,T000280,M0071,2024-01-01,892.49,40,San José
TRX0001110,T000348,M0085,2024-01-01,,56,Limón
TRX0001111,T000395,M0058,2024-01-01,,3,Alajuela
TRX0001112,T000361,M0046,2024-01-01,41.17,71,Limón
TRX0001113,T000163,M0035,2024-01-01,402.29,62,Guanacaste
TRX0001114,T000044,M0084,2024-01-01,-100.0,50,Heredia
TRX0001115,T000030,M0060,2024-01-01,1679.18,18,Puntarenas
TRX0001116,T000369,M0079,2024-01-01,219.74,61,Alajuela
TRX0001117,T000145,M0043,2024-01-01,250.31,83,Alajuela
TRX0001118,T000200,M0051,2024-01-01,1494.03,95,San José
TRX0001119,T000223,M0098,2024-01-01,,78,Puntarenas
TRX0001120,T000233,M0060,2024-01-01,,57,San José
TRX0001121,T000350,M0081,2024-01-01,1733.91,18,Puntarenas
TRX0001122,T000356,M0068,2024-01-01,1033.25,17,Limón
TRX0001123,T000060,M0086,2024-01-01,1763.05,86,San José
TRX0001124,T000005,M0018,2024-01-01,896.73,84,Limón
TRX0001125,T000218,M0028,2024-01-01,1466.68,56,Cartago
TRX0001126,T000123,M0038,2024-01-01,-100.0,72,Alajuela
TRX0001127,T000272,M0080,2024-01-01,1207.0,73,Puntarenas
TRX0001128,T000057,M0010,2024-01-01,-100.0,94,Alajuela
TRX0001129,T000390,M0005,2024-01-01,1599.14,69,Cartago
TRX0001130,T000243,M0071,2024-01-01,1062.71,1,Limón
TRX0001131,T000212,M0027,2024-01-01,,93,Puntarenas
TRX0001132,T000371,M0009,2024-01-01,1573.95,12,San José
TRX0001133,T000018,M0002,2024-01-01,1091.01,6,Limón
TRX0001134,T000163,M0099,2024-01-01,-50.0,30,Heredia
TRX0001135,T000268,M0009,2024-01-01,983.84,44,Limón
TRX0001136,T000272,M0100,2024-01-01,-50.0,86,Puntarenas
TRX0001137,T000399,M0045,2024-01-01,-50.0,21,Heredia
TRX0001138,T000024,M0081,2024-01-01,1808.93,31,Guanacaste
TRX0001139,T000335,M0018,2024-01-01,56.85,45,San José
TRX0001140,T000171,M0051,2024-01-01,1311.97,69,Puntarenas
TRX0001141,T000317,M0014,2024-01-01,350.65,80,Puntarenas
TRX0001142,T000084,M0034,2024-01-01,-50.0,40,Limón
TRX0001143,T000029,M0095,2024-01-01,959.8,45,Limón
TRX0001144,T000246,M0086,2024-01-01,-50.0,47,Limón
TRX0001145,T000264,M0078,2024-01-01,1936.21,19,Heredia
TRX0001146,T000329,M0052,2024-01-01,,51,Guanacaste
TRX0001147,T000175,M0040,2024-01-01,232.18,58,Alajuela
TRX0001148,T000358,M0011,2024-01-01,-50.0,35,Puntarenas
TRX0001149,T000047,M0008,2024-01-01,-50.0,18,Limón
TRX0001150,T000072,M0044,2024-01-01,1236.28,42,Guanacaste
TRX0001151,T000153,M0034,2024-01-01,,29,Cartago
TRX0001152,T000394,M0043,2024-01-01,-50.0,15,San José
TRX0001153,T000353,M0027,2024-01-01,1796.97,7,Alajuela
TRX0001154,T000242,M0037,2024-01-01,,47,Guanacaste
TRX0001155,T000050,M0003,2024-01-01,-50.0,39,Limón
TRX0001156,T000168,M0014,2024-01-01,334.07,90,Limón
TRX0001157,T000205,M0052,2024-01-01,1165.17,22,Guanacaste
TRX0001158,T000020,M0019,2024-01-01,-100.0,77,Guanacaste
TRX0001159,T000003,M0036,2024-01-01,-100.0,47,Limón
TRX0001160,T000345,M0074,2024-01-01,1587.62,7,Cartago
TRX0001161,T000317,M0063,2024-01-01,-50.0,67,San José
TRX0001162,T000201,M0067,2024-01-01,,16,Cartago
TRX0001163,T000318,M0091,2024-01-01,481.96,21,Guanacaste
TRX0001164,T000364,M0020,2024-01-01,-50.0,84,Alajuela
TRX0001165,T000288,M0070,2024-01-01,,69,Cartago
TRX0001166,T000330,M0070,2024-01-01,-50.0,77,Heredia
TRX0001167,T000010,M0062,2024-01-01,-100.0,60,San José
TRX0001168,T000019,M0023,2024-01-01,137.89,24,Cartago
TRX0001169,T000292,M0096,2024-01-01,567.72,70,Alajuela
TRX0001170,T000371,M0022,2024-01-01,48.33,92,San José
TRX0001171,T000154,M0004,2024-01-01,1492.09,73,Alajuela
TRX0001172,T000186,M0088,2024-01-01,,15,Puntarenas
TRX0001173,T000012,M0025,2024-01-01,465.73,4,Limón
TRX0001174,T000181,M0080,2024-01-01,978.57,100,Alajuela
TRX0001175,T000289,M0011,2024-01-01,627.0,12,San José
TRX0001176,T000212,M0033,2024-01-01,1246.36,45,Puntarenas
TRX0001177,T000116,M0024,2024-01-01,-100.0,94,Cartago
TRX0001178,T000118,M0047,2024-01-01,-50.0,7,Limón
TRX0001179,T000206,M0036,2024-01-01,1759.03,10,Cartago
TRX0001180,T000133,M0074,2024-01-01,717.8,83,Limón
TRX0001181,T000022,M0087,2024-01-01,1819.46,84,Guanacaste
TRX0001182,T000063,M0024,2024-01-01,-50.0,11,Cartago
TRX0001183,T000035,M0053,2024-01-01,-50.0,31,Puntarenas
TRX0001184,T000388,M0047,2024-01-01,,39,San José
TRX0001185,T000220,M0095,2024-01-01,193.42,25,Puntarenas
TRX0001186,T000221,M0073,2024-01-01,-100.0,33,Heredia
TRX0001187,T000140,M0050,2024-01-01,1087.86,84,Guanacaste
TRX0001188,T000210,M0008,2024-01-01,,49,Limón
TRX0001189,T000006,M0058,2024-01-01,,27,San José
TRX0001190,T000097,M0046,2024-01-01,1419.57,12,Heredia
TRX0001191,T000025,M0019,2024-01-01,1457.95,37,Guanacaste
TRX0001192,T000262,M0023,2024-01-01,415.98,57,Guanacaste
TRX0001193,T000154,M0013,2024-01-01,1972.09,76,Cartago
TRX0001194,T000154,M0008,2024-01-01,-50.0,81,Heredia
TRX0001195,T000351,M0010,2024-01-01,954.92,19,Puntarenas
TRX0001196,T000397,M0061,2024-01-01,371.03,41,Limón
TRX0001197,T000194,M0031,2024-01-01,,6,Puntarenas
TRX0001198,T000150,M0004,2024-01-01,,90,Heredia
TRX0001199,T000337,M0073,2024-01-01,1509.46,66,Guanacaste
TRX0001200,T000380,M0080,2024-01-01,330.57,91,Cartago
TRX0001201,T000168,M0017,2024-01-01,145.46,54,Limón
TRX0001202,T000251,M0080,2024-01-01,446.72,42,Alajuela
TRX0001203,T000213,M0087,2024-01-01,793.67,89,Limón
TRX0001204,T000343,M0091,2024-01-01,1855.06,64,Cartago
TRX0001205,T000181,M0076,2024-01-01,549.15,99,Heredia
TRX0001206,T000261,M0015,2024-01-01,1396.87,12,Puntarenas
TRX0001207,T000348,M0084,2024-01-01,-100.0,81,Guanacaste
TRX0001208,T000359,M0011,2024-01-01,829.77,84,San José
TRX0001209,T000380,M0074,2024-01-01,984.31,99,San José
TRX0001210,T000357,M0022,2024-01-01,1628.11,59,Puntarenas
TRX0001211,T000370,M0041,2024-01-01,152.91,94,San José
TRX0001212,T000141,M0047,2024-01-01,,89,Guanacaste
TRX0001213,T000008,M0083,2024-01-01,416.76,12,Cartago
TRX0001214,T000282,M0050,2024-01-01,851.32,2,Heredia
TRX0001215,T000396,M0088,2024-01-01,913.96,41,Cartago
TRX0001216,T000281,M0039,2024-01-01,185.95,90,Cartago
TRX0001217,T000174,M0069,2024-01-01,1350.7,47,Cartago
TRX0001218,T000376,M0049,2024-01-01,1861.53,92,Alajuela
TRX0001219,T000010,M0036,2024-01-01,1159.78,69,San José
TRX0001220,T000149,M0033,2024-01-01,44.51,2,Puntarenas
TRX0001221,T000116,M0043,2024-01-01,52.59,82,Puntarenas
TRX0001222,T000207,M0048,2024-01-01,27.49,53,Alajuela
TRX0001223,T000194,M0095,2024-01-01,855.42,80,Limón
TRX0001224,T000025,M0087,2024-01-01,-50.0,89,Heredia
TRX0001225,T000259,M0003,2024-01-01,,19,Cartago
TRX0001226,T000258,M0011,2024-01-01,1636.72,39,Heredia
TRX0001227,T000021,M0096,2024-01-01,-50.0,60,Alajuela
TRX0001228,T000361,M0006,2024-01-01,689.59,51,Limón
TRX0001229,T000374,M0071,2024-01-01,939.78,26,San José
TRX0001230,T000290,M0014,2024-01-01,,52,San José
TRX0001231,T000233,M0079,2024-01-01,1596.04,73,Guanacaste
TRX0001232,T000004,M0024,2024-01-01,654.14,47,Guanacaste
TRX0001233,T000273,M0069,2024-01-01,1339.51,71,Puntarenas
TRX0001234,T000052,M0024,2024-01-01,1538.93,80,Cartago
TRX0001235,T000190,M0058,2024-01-01,,29,Cartago
TRX0001236,T000178,M0093,2024-01-01,261.12,38,Guanacaste
TRX0001237,T000049,M0052,2024-01-01,1103.06,71,Cartago
TRX0001238,T000113,M0016,2024-01-01,760.83,50,Guanacaste
TRX0001239,T000064,M0035,2024-01-01,515.84,93,Heredia
TRX0001240,T000385,M0088,2024-01-01,609.07,17,Guanacaste
TRX0001241,T000136,M0080,2024-01-01,649.23,86,Guanacaste
TRX0001242,T000340,M0033,2024-01-01,-100.0,98,Limón
TRX0001243,T000224,M0065,2024-01-01,244.41,55,Cartago
TRX0001244,T000192,M0057,2024-01-01,1247.53,91,Heredia
TRX0001245,T000117,M0067,2024-01-01,187.03,30,Heredia
TRX0001246,T000223,M0007,2024-01-01,,81,Cartago
TRX0001247,T000051,M0093,2024-01-01,1828.27,22,San José
TRX0001248,T000191,M0059,2024-01-01,1216.06,64,San José
